411.0    5500.00   .5251166E-11
411.0    5510.00   .5249214E-11
411.0    5520.00   .5202828E-11
411.0    5530.00   .5118437E-11
411.0    5540.00   .4982599E-11
411.0    5550.00   .4760843E-11
411.0    5560.00   .4615703E-11
411.0    5570.00   .4456983E-11
411.0    5580.00   .4443963E-11
411.0    5590.00   .4482166E-11
411.0    5600.00   .4658048E-11
411.0    5610.00   .4805028E-11
411.0    5620.00   .4885127E-11
411.0    5630.00   .4986853E-11
411.0    5640.00   .4954743E-11
411.0    5650.00   .4902960E-11
411.0    5660.00   .4875874E-11
411.0    5670.00   .4905497E-11
411.0    5680.00   .4855368E-11
411.0    5690.00   .4655212E-11
411.0    5700.00   .4460963E-11
411.0    5710.00   .4164553E-11
411.0    5720.00   .3876325E-11
411.0    5730.00   .3583746E-11
411.0    5740.00   .3430995E-11
411.0    5750.00   .3326285E-11
411.0    5760.00   .3285669E-11
411.0    5770.00   .3340548E-11
411.0    5780.00   .3424429E-11
411.0    5790.00   .3643127E-11
411.0    5800.00   .3960056E-11
411.0    5810.00   .4339937E-11
411.0    5820.00   .4735436E-11
411.0    5830.00   .5127739E-11
411.0    5840.00   .5451981E-11
411.0    5850.00   .5627651E-11
411.0    5860.00   .5609706E-11
411.0    5870.00   .5796567E-11
411.0    5880.00   .5746078E-11
411.0    5890.00   .5601386E-11
411.0    5900.00   .5595131E-11
411.0    5910.00   .5440304E-11
411.0    5920.00   .5397425E-11
411.0    5930.00   .5313034E-11
411.0    5940.00   .5234402E-11
411.0    5950.00   .5158294E-11
411.0    5960.00   .5073494E-11
411.0    5970.00   .4971532E-11
411.0    5980.00   .4839102E-11
411.0    5990.00   .4764760E-11
411.0    6000.00   .4735684E-11
411.0    6010.00   .4642477E-11
411.0    6020.00   .4635476E-11
411.0    6030.00   .4558672E-11
411.0    6040.00   .4508232E-11
411.0    6050.00   .4447407E-11
411.0    6060.00   .4499427E-11
411.0    6070.00   .4584725E-11
411.0    6080.00   .4684287E-11
411.0    6090.00   .4787916E-11
411.0    6100.00   .4876099E-11
411.0    6110.00   .4861138E-11
411.0    6120.00   .4760444E-11
411.0    6130.00   .4689858E-11
411.0    6140.00   .4585247E-11
411.0    6150.00   .4579266E-11
411.0    6160.00   .4607284E-11
411.0    6170.00   .4687483E-11
411.0    6180.00   .4842683E-11
411.0    6190.00   .5061455E-11
411.0    6200.00   .4939322E-11
411.0    6210.00   .4990671E-11
411.0    6220.00   .4980946E-11
411.0    6230.00   .4954918E-11
411.0    6240.00   .4924872E-11
411.0    6250.00   .4846389E-11
411.0    6260.00   .4776301E-11
411.0    6270.00   .4641184E-11
411.0    6280.00   .4402986E-11
411.0    6290.00   .4174813E-11
411.0    6300.00   .3931491E-11
411.0    6310.00   .3672426E-11
411.0    6320.00   .3510672E-11
411.0    6330.00   .3298317E-11
411.0    6340.00   .3026554E-11
411.0    6350.00   .2877161E-11
411.0    6360.00   .2806600E-11
411.0    6370.00   .2757789E-11
411.0    6380.00   .2820379E-11
411.0    6390.00   .2984869E-11
411.0    6400.00   .3193793E-11
411.0    6410.00   .3593134E-11
411.0    6420.00   .4084104E-11
411.0    6430.00   .4771798E-11
411.0    6440.00   .5747570E-11
411.0    6450.00   .6900454E-11
411.0    6460.00   .8042220E-11
411.0    6470.00   .9255705E-11
411.0    6480.00   .1038310E-10
411.0    6490.00   .1124596E-10
411.0    6500.00   .1182087E-10
411.0    6510.00   .1200333E-10
411.0    6520.00   .1205357E-10
411.0    6530.00   .1181818E-10
411.0    6540.00   .1152548E-10
411.0    6550.00   .1106115E-10
411.0    6560.00   .1066781E-10
411.0    6570.00   .1000096E-10
411.0    6580.00   .9448040E-11
411.0    6590.00   .8852856E-11
411.0    6600.00   .8374595E-11
411.0    6610.00   .7956762E-11
411.0    6620.00   .7508608E-11
411.0    6630.00   .7120508E-11
411.0    6640.00   .6801888E-11
411.0    6650.00   .6483080E-11
411.0    6660.00   .6217524E-11
411.0    6670.00   .5977424E-11
411.0    6680.00   .5762531E-11
411.0    6690.00   .5561442E-11
411.0    6700.00   .5421413E-11
411.0    6710.00   .5283437E-11
411.0    6720.00   .5189297E-11
411.0    6730.00   .5115005E-11
411.0    6740.00   .4996764E-11
411.0    6750.00   .4926178E-11
411.0    6760.00   .4917759E-11
411.0    6770.00   .4855467E-11
411.0    6780.00   .4776735E-11
411.0    6790.00   .4749576E-11
411.0    6800.00   .4677298E-11
411.0    6810.00   .4725823E-11
411.0    6820.00   .4596427E-11
411.0    6830.00   .4626299E-11
411.0    6840.00   .4568198E-11
411.0    6850.00   .4581119E-11
411.0    6860.00   .4539346E-11
411.0    6870.00   .4519822E-11
411.0    6880.00   .4502300E-11
411.0    6890.00   .4515818E-11
411.0    6900.00   .4481445E-11
411.0    6910.00   .4510333E-11
411.0    6920.00   .4549307E-11
411.0    6930.00   .4560077E-11
411.0    6940.00   .4579041E-11
411.0    6950.00   .4622767E-11
411.0    6960.00   .4642340E-11
411.0    6970.00   .4665558E-11
411.0    6980.00   .4696126E-11
411.0    6990.00   .4702990E-11
411.0    7000.00   .4721308E-11
411.0    7010.00   .4718460E-11
411.0    7020.00   .4726457E-11
411.0    7030.00   .4715862E-11
411.0    7040.00   .4666280E-11
411.0    7050.00   .4600083E-11
411.0    7060.00   .4604411E-11
411.0    7070.00   .4586329E-11
411.0    7080.00   .4549034E-11
411.0    7090.00   .4542244E-11
411.0    7100.00   .4489590E-11
411.0    7110.00   .4479156E-11
411.0    7120.00   .4459694E-11
411.0    7130.00   .4535927E-11
411.0    7140.00   .4600606E-11
411.0    7150.00   .4666753E-11
411.0    7160.00   .4623712E-11
411.0    7170.00   .4689609E-11
411.0    7180.00   .4689809E-11
411.0    7190.00   .4707877E-11
411.0    7200.00   .4806060E-11
411.0    7210.00   .4849896E-11
411.0    7220.00   .4963311E-11
411.0    7230.00   .5033375E-11
411.0    7240.00   .5048535E-11
