 85.0 5500.00 .3266517E-09
 85.0 5510.00 .3211293E-09
 85.0 5520.00 .3104922E-09
 85.0 5530.00 .2933939E-09
 85.0 5540.00 .2775100E-09
 85.0 5550.00 .2479145E-09
 85.0 5560.00 .2346196E-09
 85.0 5570.00 .2315249E-09
 85.0 5580.00 .2091110E-09
 85.0 5590.00 .1863285E-09
 85.0 5600.00 .1761313E-09
 85.0 5610.00 .1669213E-09
 85.0 5620.00 .1497818E-09
 85.0 5630.00 .1403517E-09
 85.0 5640.00 .1342559E-09
 85.0 5650.00 .1259588E-09
 85.0 5660.00 .1196416E-09
 85.0 5670.00 .1146301E-09
 85.0 5680.00 .1129260E-09
 85.0 5690.00 .1142122E-09
 85.0 5700.00 .1154065E-09
 85.0 5710.00 .1197350E-09
 85.0 5720.00 .1252331E-09
 85.0 5730.00 .1279193E-09
 85.0 5740.00 .1396303E-09
 85.0 5750.00 .1540170E-09
 85.0 5760.00 .1679386E-09
 85.0 5770.00 .1771605E-09
 85.0 5780.00 .1888199E-09
 85.0 5790.00 .2019960E-09
 85.0 5800.00 .2222121E-09
 85.0 5810.00 .2574565E-09
 85.0 5820.00 .2807851E-09
 85.0 5830.00 .2983609E-09
 85.0 5840.00 .3104092E-09
 85.0 5850.00 .3215188E-09
 85.0 5860.00 .3273479E-09
 85.0 5870.00 .3258833E-09
 85.0 5880.00 .3245097E-09
 85.0 5890.00 .3050808E-09
 85.0 5900.00 .2970115E-09
 85.0 5910.00 .3076478E-09
 85.0 5920.00 .3026266E-09
 85.0 5930.00 .3146109E-09
 85.0 5940.00 .3213066E-09
 85.0 5950.00 .3310015E-09
 85.0 5960.00 .3303937E-09
 85.0 5970.00 .3287902E-09
 85.0 5980.00 .3234155E-09
 85.0 5990.00 .3179346E-09
 85.0 6000.00 .3121252E-09
 85.0 6010.00 .3055635E-09
 85.0 6020.00 .2989582E-09
 85.0 6030.00 .2917695E-09
 85.0 6040.00 .2866486E-09
 85.0 6050.00 .2795706E-09
 85.0 6060.00 .2753209E-09
 85.0 6070.00 .2696642E-09
 85.0 6080.00 .2642702E-09
 85.0 6090.00 .2629120E-09
 85.0 6100.00 .2592008E-09
 85.0 6110.00 .2560866E-09
 85.0 6120.00 .2537112E-09
 85.0 6130.00 .2527810E-09
 85.0 6140.00 .2507232E-09
 85.0 6150.00 .2523508E-09
 85.0 6160.00 .2530880E-09
 85.0 6170.00 .2564782E-09
 85.0 6180.00 .2619270E-09
 85.0 6190.00 .2692655E-09
 85.0 6200.00 .2768253E-09
 85.0 6210.00 .2810646E-09
 85.0 6220.00 .2837168E-09
 85.0 6230.00 .2851324E-09
 85.0 6240.00 .2827991E-09
 85.0 6250.00 .2812369E-09
 85.0 6260.00 .2761286E-09
 85.0 6270.00 .2723902E-09
 85.0 6280.00 .2687100E-09
 85.0 6290.00 .2640623E-09
 85.0 6300.00 .2612091E-09
 85.0 6310.00 .2571616E-09
 85.0 6320.00 .2561780E-09
 85.0 6330.00 .2539309E-09
 85.0 6340.00 .2549986E-09
 85.0 6350.00 .2569965E-09
 85.0 6360.00 .2585012E-09
 85.0 6370.00 .2597886E-09
 85.0 6380.00 .2606262E-09
 85.0 6390.00 .2644342E-09
 85.0 6400.00 .2635245E-09
 85.0 6410.00 .2657460E-09
 85.0 6420.00 .2689828E-09
 85.0 6430.00 .2721782E-09
 85.0 6440.00 .2724713E-09
 85.0 6450.00 .2714089E-09
 85.0 6460.00 .2706106E-09
 85.0 6470.00 .2692571E-09
 85.0 6480.00 .2672564E-09
 85.0 6490.00 .2648494E-09
 85.0 6500.00 .2631879E-09
 85.0 6510.00 .2603709E-09
 85.0 6520.00 .2587198E-09
 85.0 6530.00 .2583340E-09
 85.0 6540.00 .2591703E-09
 85.0 6550.00 .2622201E-09
 85.0 6560.00 .2678729E-09
 85.0 6570.00 .2700038E-09
 85.0 6580.00 .2736605E-09
 85.0 6590.00 .2601563E-09
 85.0 6600.00 .2470664E-09
 85.0 6610.00 .2377353E-09
 85.0 6620.00 .2301448E-09
 85.0 6630.00 .2245181E-09
 85.0 6640.00 .2199042E-09
 85.0 6650.00 .2160611E-09
 85.0 6660.00 .2125395E-09
 85.0 6670.00 .2085768E-09
 85.0 6680.00 .2037570E-09
 85.0 6690.00 .1989669E-09
 85.0 6700.00 .1943011E-09
 85.0 6710.00 .1882015E-09
 85.0 6720.00 .1828265E-09
 85.0 6730.00 .1804740E-09
 85.0 6740.00 .1784966E-09
 85.0 6750.00 .1755796E-09
 85.0 6760.00 .1740381E-09
 85.0 6770.00 .1745664E-09
 85.0 6780.00 .1725600E-09
 85.0 6790.00 .1696962E-09
 85.0 6800.00 .1669158E-09
 85.0 6810.00 .1627802E-09
 85.0 6820.00 .1582361E-09
 85.0 6830.00 .1540953E-09
 85.0 6840.00 .1514263E-09
 85.0 6850.00 .1496061E-09
 85.0 6860.00 .1479210E-09
 85.0 6870.00 .1475802E-09
 85.0 6880.00 .1471425E-09
 85.0 6890.00 .1479575E-09
 85.0 6900.00 .1490209E-09
 85.0 6910.00 .1512800E-09
 85.0 6920.00 .1541096E-09
 85.0 6930.00 .1574039E-09
