411.0 5500.00 .1722883E-10
411.0 5510.00 .1722242E-10
411.0 5520.00 .1707023E-10
411.0 5530.00 .1679335E-10
411.0 5540.00 .1634767E-10
411.0 5550.00 .1562010E-10
411.0 5560.00 .1514390E-10
411.0 5570.00 .1462315E-10
411.0 5580.00 .1458043E-10
411.0 5590.00 .1470577E-10
411.0 5600.00 .1528283E-10
411.0 5610.00 .1576507E-10
411.0 5620.00 .1602787E-10
411.0 5630.00 .1636163E-10
411.0 5640.00 .1625628E-10
411.0 5650.00 .1608638E-10
411.0 5660.00 .1599752E-10
411.0 5670.00 .1609471E-10
411.0 5680.00 .1593023E-10
411.0 5690.00 .1527354E-10
411.0 5700.00 .1463621E-10
411.0 5710.00 .1366370E-10
411.0 5720.00 .1271805E-10
411.0 5730.00 .1175810E-10
411.0 5740.00 .1125694E-10
411.0 5750.00 .1091339E-10
411.0 5760.00 .1078013E-10
411.0 5770.00 .1096019E-10
411.0 5780.00 .1123539E-10
411.0 5790.00 .1195293E-10
411.0 5800.00 .1299276E-10
411.0 5810.00 .1423913E-10
411.0 5820.00 .1553674E-10
411.0 5830.00 .1682387E-10
411.0 5840.00 .1788770E-10
411.0 5850.00 .1846406E-10
411.0 5860.00 .1840518E-10
411.0 5870.00 .1901826E-10
411.0 5880.00 .1885261E-10
411.0 5890.00 .1837789E-10
411.0 5900.00 .1835736E-10
411.0 5910.00 .1784938E-10
411.0 5920.00 .1770870E-10
411.0 5930.00 .1743181E-10
411.0 5940.00 .1717382E-10
411.0 5950.00 .1692412E-10
411.0 5960.00 .1664589E-10
411.0 5970.00 .1631137E-10
411.0 5980.00 .1587686E-10
411.0 5990.00 .1563295E-10
411.0 6000.00 .1553756E-10
411.0 6010.00 .1523175E-10
411.0 6020.00 .1520878E-10
411.0 6030.00 .1495679E-10
411.0 6040.00 .1479129E-10
411.0 6050.00 .1459174E-10
411.0 6060.00 .1476240E-10
411.0 6070.00 .1504226E-10
411.0 6080.00 .1536892E-10
411.0 6090.00 .1570893E-10
411.0 6100.00 .1599825E-10
411.0 6110.00 .1594917E-10
411.0 6120.00 .1561879E-10
411.0 6130.00 .1538720E-10
411.0 6140.00 .1504398E-10
411.0 6150.00 .1502436E-10
411.0 6160.00 .1511628E-10
411.0 6170.00 .1537942E-10
411.0 6180.00 .1588862E-10
411.0 6190.00 .1660640E-10
411.0 6200.00 .1620569E-10
411.0 6210.00 .1637415E-10
411.0 6220.00 .1634225E-10
411.0 6230.00 .1625685E-10
411.0 6240.00 .1615828E-10
411.0 6250.00 .1590078E-10
411.0 6260.00 .1567082E-10
411.0 6270.00 .1522751E-10
411.0 6280.00 .1444599E-10
411.0 6290.00 .1369736E-10
411.0 6300.00 .1289903E-10
411.0 6310.00 .1204906E-10
411.0 6320.00 .1151835E-10
411.0 6330.00 .1082162E-10
411.0 6340.00 .9929982E-11
411.0 6350.00 .9439831E-11
411.0 6360.00 .9208323E-11
411.0 6370.00 .9048176E-11
411.0 6380.00 .9253531E-11
411.0 6390.00 .9793215E-11
411.0 6400.00 .1047869E-10
411.0 6410.00 .1178891E-10
411.0 6420.00 .1339976E-10
411.0 6430.00 .1565604E-10
411.0 6440.00 .1885750E-10
